Cebu,Alcantara,Cabadiangan,968
Cebu,Alcantara,Cabil-Isan,854
Cebu,Alcantara,Candabong,2421
Cebu,Alcantara,Lawaan,1706
Cebu,Alcantara,Manga,1995
Cebu,Alcantara,Palanas,2651
Cebu,Alcantara,Poblacion,2440
Cebu,Alcantara,Polo,1508
Cebu,Alcantara,Salagmaya,617
Cebu,Alcoy,Atabay,1754
Cebu,Alcoy,Daan-Lungsod,1863
Cebu,Alcoy,Guiwang,1564
Cebu,Alcoy,Nug-As,3289
Cebu,Alcoy,Pasol,1789
Cebu,Alcoy,Poblacion,3610
Cebu,Alcoy,Pugalo,2606
Cebu,Alcoy,San Agustin,504
Cebu,Alegria,Compostela,1510
Cebu,Alegria,Guadalupe,2606
Cebu,Alegria,Legaspi,1694
Cebu,Alegria,Lepanto,2102
Cebu,Alegria,Madridejos,5141
Cebu,Alegria,Montpeller,1408
Cebu,Alegria,Poblacion,2450
Cebu,Alegria,Santa Filomena,3194
Cebu,Alegria,Valencia,3195
Cebu,Aloguinsan,Angilan,2634
Cebu,Aloguinsan,Bojo,1869
Cebu,Aloguinsan,Bonbon,7807
Cebu,Aloguinsan,Esperanza,1866
Cebu,Aloguinsan,Kandingan,937
Cebu,Aloguinsan,Kantabogon,1697
Cebu,Aloguinsan,Kawasan,2239
Cebu,Aloguinsan,Olango,1151
Cebu,Aloguinsan,Poblacion,3392
Cebu,Aloguinsan,Punay,1544
Cebu,Aloguinsan,Rosario,1868
Cebu,Aloguinsan,Saksak,1157
Cebu,Aloguinsan,Tampa-An,2021
Cebu,Aloguinsan,Toyokon,693
Cebu,Aloguinsan,Zaragosa,1225
Cebu,Argao,Alambijud,1542
Cebu,Argao,Anajao,742
Cebu,Argao,Apo,692
Cebu,Argao,Balaas,789
Cebu,Argao,Balisong,2105
Cebu,Argao,Binlod,3386
Cebu,Argao,Bogo,3557
Cebu,Argao,Butong,966
Cebu,Argao,Bug-Ot,884
Cebu,Argao,Bulasa,3648
Cebu,Argao,Calagasan,1062
Cebu,Argao,Canbantug,844
Cebu,Argao,Canbanua,2507
